    93 2.75467 0.14264  0.15452   7.78 -10.12   516 1272 Gefion       
 32161 2.75202 0.13162  0.15881  13.62  -0.75   516 1272 Gefion       
 32343 2.77266 0.12719  0.15868  13.47  -0.28   516 1272 Gefion       
 32371 2.76628 0.13913  0.16232  13.90  -0.36   516 1272 Gefion       
 32520 2.76522 0.12867  0.15654  13.79  -0.41   516 1272 Gefion       
 32535 2.72333 0.09256  0.15935  15.01  -0.75   516 1272 Gefion       
 32545 2.80204 0.13383  0.15951  13.40   0.48   516 1272 Gefion       
 32567 2.78818 0.13059  0.15804  12.97   0.14   516 1272 Gefion       
 32684 2.76285 0.13915  0.16231  14.49  -0.33   516 1272 Gefion       
 32778 2.81025 0.13131  0.16186  14.23   0.47   516 1272 Gefion       
 33173 2.74039 0.15360  0.16090  14.12  -0.81   516 1272 Gefion       
 33519 2.77736 0.12925  0.15905  13.29  -0.18   516 1272 Gefion       
 33631 2.76218 0.13386  0.16015  14.14  -0.40   516 1272 Gefion       
 33671 2.74283 0.12508  0.16498  13.28  -1.13   516 1272 Gefion       
 33727 2.73802 0.13059  0.15767  13.67  -1.06   516 1272 Gefion       
 33973 2.78782 0.13319  0.15883  13.78   0.09   516 1272 Gefion       
 34040 2.77012 0.13180  0.15557  14.18  -0.25   516 1272 Gefion       
 34060 2.81499 0.12442  0.15713  12.63   1.16   516 1272 Gefion       
 34258 2.76294 0.12469  0.15231  14.10  -0.39   516 1272 Gefion       
 34342 2.78086 0.13399  0.15584  14.27  -0.05   516 1272 Gefion       
 34379 2.75024 0.13256  0.15644  14.12  -0.63   516 1272 Gefion       
 34501 2.77528 0.12918  0.15960  13.15  -0.25   516 1272 Gefion       
 34615 2.78632 0.12512  0.16110  13.27   0.07   516 1272 Gefion       
 34632 2.75368 0.12644  0.15478  13.78  -0.66   516 1272 Gefion       
 34713 2.80194 0.13360  0.16067  13.50   0.45   516 1272 Gefion       
 34767 2.77531 0.12802  0.15678  12.73  -0.30   516 1272 Gefion       
 34961 2.76581 0.12544  0.15526  13.33  -0.49   516 1272 Gefion       
 34963 2.76816 0.13649  0.15736  14.44  -0.25   516 1272 Gefion       
 34988 2.75392 0.13298  0.15720  14.39  -0.49   516 1272 Gefion       
 35013 2.74351 0.12059  0.16043  15.18  -0.46   516 1272 Gefion       
 35516 2.80157 0.12815  0.15498  14.36   0.30   516 1272 Gefion       
 35524 2.72714 0.13860  0.15828  14.16  -1.04   516 1272 Gefion       
 35619 2.77445 0.13018  0.15646  13.17  -0.27   516 1272 Gefion       
 35643 2.79422 0.13875  0.15860  13.36   0.28   516 1272 Gefion       
 35652 2.77445 0.13306  0.15819  13.29  -0.26   516 1272 Gefion       
 35917 2.75777 0.12531  0.15502  14.31  -0.45   516 1272 Gefion       
 35985 2.79803 0.12567  0.15437  13.85   0.30   516 1272 Gefion       
 35999 2.76359 0.12664  0.15258  14.37  -0.34   516 1272 Gefion       
 36001 2.76176 0.12473  0.16094  14.39  -0.36   516 1272 Gefion       
 36005 2.74307 0.14598  0.16119  13.98  -0.81   516 1272 Gefion       
 36015 2.79582 0.12976  0.16124  14.27   0.21   516 1272 Gefion       
 36048 2.78957 0.12773  0.15065  14.09   0.11   516 1272 Gefion       
 36115 2.76176 0.12763  0.15809  13.72  -0.50   516 1272 Gefion       
 36124 2.76719 0.12124  0.15665  13.86  -0.35   516 1272 Gefion       
 36668 2.75566 0.13044  0.16341  14.42  -0.46   516 1272 Gefion       
 36675 2.75688 0.12846  0.16157  14.41  -0.44   516 1272 Gefion       
 36693 2.75941 0.12956  0.15912  14.93  -0.31   516 1272 Gefion       
 36709 2.73975 0.12299  0.16551  14.14  -0.82   516 1272 Gefion       
 36989 2.72735 0.10222  0.16289  14.41  -0.93   516 1272 Gefion       
 37032 2.73054 0.12792  0.15153  14.38  -0.89   516 1272 Gefion       
 37089 2.74247 0.11575  0.15234  14.13  -0.77   516 1272 Gefion       
 37132 2.77107 0.11844  0.15505  13.52  -0.31   516 1272 Gefion       
 37169 2.74694 0.14689  0.15922  14.11  -0.69   516 1272 Gefion       
 37261 2.74293 0.12995  0.15604  14.29  -0.71   516 1272 Gefion       
 37383 2.76082 0.13482  0.16263  14.61  -0.34   516 1272 Gefion       
 37396 2.72148 0.10881  0.15572  14.75  -0.87   516 1272 Gefion       
 37508 2.77578 0.13331  0.15839  14.29  -0.14   516 1272 Gefion       
 37566 2.79826 0.13272  0.15993  13.65   0.34   516 1272 Gefion       
 37611 2.74422 0.12855  0.15027  14.24  -0.70   516 1272 Gefion       
 37745 2.73437 0.13606  0.16055  14.55  -0.76   516 1272 Gefion       
 37759 2.75130 0.13798  0.15996  13.77  -0.72   516 1272 Gefion       
 37760 2.79765 0.13529  0.15950  13.44   0.36   516 1272 Gefion       
