,id,m,c_param,fam_num,par_num,name,pdes,H,diameter,albedo,rot_per,BV,UB,IR,spec_B,spec_T,e,a,q,i
977,196628,15.6,-0.09,516,1272,Gefion,196628,16.16,,,,,,,,,0.1455,2.775,2.372,8.26
978,196671,16.34,0.09,516,1272,Gefion,196671,16.29,,,,,,,,,0.0873,2.797,2.553,8.81
979,196785,15.77,-0.12,516,1272,Gefion,196785,15.96,,,,,,,,,0.1355,2.771,2.396,8.36
980,196877,15.06,0.03,516,1272,Gefion,196877,15.37,2.869,0.196,,,,,,,0.1095,2.788,2.482,7.87
981,197158,15.18,0.0,516,1272,Gefion,197158,15.55,,,,,,,,,0.1332,2.786,2.415,9.92
982,198567,15.88,-0.27,516,1272,Gefion,198567,16.15,,,,,,,,,0.1495,2.753,2.342,8.18
983,199270,15.86,-0.22,516,1272,Gefion,199270,16.18,,,,,,,,,0.1116,2.758,2.45,9.97
984,199310,15.32,-0.29,516,1272,Gefion,199310,15.63,,,,,,,,,0.1158,2.755,2.436,10.66
985,199415,15.5,0.08,516,1272,Gefion,199415,15.68,,,,,,,,,0.1084,2.793,2.491,9.63
986,200275,15.4,-0.33,516,1272,Gefion,200275,15.75,4.425,0.053,,,,,,,0.1433,2.754,2.359,8.87
987,200548,15.34,-0.22,516,1272,Gefion,200548,15.62,2.49,0.197,,,,,,,0.0962,2.763,2.497,9.11
988,201228,15.89,0.17,516,1272,Gefion,201228,16.02,,,,,,,,,0.1392,2.806,2.416,10.45
989,201526,15.21,-0.77,516,1272,Gefion,201526,15.63,,,,,,,,,0.135,2.717,2.35,8.94
990,201595,15.37,-0.28,516,1272,Gefion,201595,15.76,,,,,,,,,0.1419,2.759,2.367,8.09
991,201660,16.42,0.09,516,1272,Gefion,201660,16.35,,,,,,,,,0.0914,2.797,2.541,8.19
992,201703,15.19,-0.07,516,1272,Gefion,201703,15.63,,,,,,,,,0.1322,2.779,2.412,8.5
993,202802,15.71,-0.34,516,1272,Gefion,202802,15.93,4.19,0.048,,,,,,,0.1516,2.747,2.331,8.68
994,202994,15.8,-0.18,516,1272,Gefion,202994,16.22,,,,,,,,,0.0986,2.763,2.491,10.19
995,203174,15.13,-0.56,516,1272,Gefion,203174,15.66,,,,,,,,,0.1173,2.737,2.416,7.9
996,203668,15.61,-0.39,516,1272,Gefion,203668,15.95,,,,,,,,,0.1244,2.743,2.402,8.22
997,203801,15.06,0.1,516,1272,Gefion,203801,15.58,,,,,,,,,0.1422,2.792,2.395,8.23
998,204037,15.44,-0.49,516,1272,Gefion,204037,15.75,,,,,,,,,0.1335,2.736,2.371,8.13
999,204816,16.31,0.12,516,1272,Gefion,204816,16.68,,,,,,,,,0.1398,2.803,2.411,8.54
1000,206054,15.48,-0.05,516,1272,Gefion,206054,15.8,,,,,,,,,0.1147,2.779,2.461,8.1
1001,206090,15.57,-0.28,516,1272,Gefion,206090,16.02,,,,,,,,,0.1537,2.754,2.331,9.92
1002,206152,15.07,-0.22,516,1272,Gefion,206152,15.45,2.535,0.251,,,,,,,0.1486,2.766,2.354,7.97
1003,206411,15.6,-0.18,516,1272,Gefion,206411,16.0,4.639,0.047,,,,,,,0.1552,2.766,2.337,8.59
1004,206580,15.58,-0.46,516,1272,Gefion,206580,15.91,,,,,,,,,0.1385,2.736,2.357,10.34
1005,206768,15.22,-0.12,516,1272,Gefion,206768,15.67,,,,,,,,,0.0982,2.772,2.5,9.32
1006,207278,15.64,0.19,516,1272,Gefion,207278,15.89,,,,,,,,,0.1043,2.806,2.513,10.14
1007,207600,15.55,-0.41,516,1272,Gefion,207600,15.88,,,,,,,,,0.0915,2.74,2.489,8.39
1008,208413,16.08,0.02,516,1272,Gefion,208413,16.41,,,,,,,,,0.1179,2.785,2.457,9.23
1009,209276,15.87,-0.47,516,1272,Gefion,209276,16.14,,,,,,,,,0.0853,2.726,2.494,9.51
1010,209835,15.54,-0.07,516,1272,Gefion,209835,15.9,,,,,,,,,0.1158,2.776,2.454,10.19
1011,210086,15.76,0.11,516,1272,Gefion,210086,16.11,,,,,,,,,0.1474,2.795,2.383,8.74
1012,210292,15.12,-0.37,516,1272,Gefion,210292,15.53,,,,,,,,,0.094,2.753,2.494,8.12
1013,210349,15.82,-0.32,516,1272,Gefion,210349,15.93,,,,,,,,,0.1033,2.745,2.461,7.94
1014,210442,15.98,-0.46,516,1272,Gefion,210442,16.15,,,,,,,,,0.0863,2.725,2.489,8.15
1015,210840,15.9,-0.22,516,1272,Gefion,210840,16.15,,,,,,,,,0.132,2.756,2.392,10.38
1016,211310,15.45,-0.05,516,1272,Gefion,211310,15.98,,,,,,,,,0.1525,2.78,2.356,8.39
1017,211753,15.9,-0.45,516,1272,Gefion,211753,16.32,,,,,,,,,0.1042,2.728,2.443,8.79
1018,211797,15.19,-0.02,516,1272,Gefion,211797,15.65,,,,,,,,,0.0874,2.781,2.538,9.34
1019,212521,15.95,-0.31,516,1272,Gefion,212521,15.99,,,,,,,,,0.1145,2.744,2.43,9.04
1020,212560,15.98,-0.23,516,1272,Gefion,212560,16.35,,,,,,,,,0.1073,2.754,2.459,8.88
1021,212685,15.8,0.13,516,1272,Gefion,212685,16.21,,,,,,,,,0.1124,2.797,2.483,9.65
1022,212761,15.75,-0.24,516,1272,Gefion,212761,16.03,,,,,,,,,0.0965,2.755,2.489,8.52
1023,212825,15.97,-0.1,516,1272,Gefion,212825,16.42,,,,,,,,,0.099,2.77,2.496,8.12
1024,213305,15.63,0.04,516,1272,Gefion,213305,16.0,,,,,,,,,0.1553,2.788,2.355,8.3
1025,213329,15.77,-0.16,516,1272,Gefion,213329,16.22,,,,,,,,,0.1472,2.766,2.359,8.8
1026,213654,16.37,-0.22,516,1272,Gefion,213654,16.71,,,,,,,,,0.1308,2.75,2.39,8.91
1027,214002,15.21,-0.06,516,1272,Gefion,214002,15.67,,,,,,,,,0.1023,2.777,2.493,9.99
1028,214005,15.32,-0.23,516,1272,Gefion,214005,15.69,,,,,,,,,0.0951,2.761,2.499,9.48
1029,214025,15.9,-0.52,516,1272,Gefion,214025,16.28,,,,,,,,,0.1338,2.72,2.356,9.26
1030,214040,15.82,0.06,516,1272,Gefion,214040,16.06,,,,,,,,,0.0994,2.79,2.513,10.09
1031,214415,16.25,-0.33,516,1272,Gefion,214415,16.39,,,,,,,,,0.0884,2.741,2.498,8.55
1032,214592,16.07,-0.25,516,1272,Gefion,214592,16.29,,,,,,,,,0.1547,2.75,2.325,9.38
1033,214599,16.76,-0.33,516,1272,Gefion,214599,16.81,,,,,,,,,0.1333,2.726,2.363,9.52
1034,214701,15.51,0.29,516,1272,Gefion,214701,15.76,,,,,,,,,0.091,2.814,2.558,9.44
1035,214762,16.28,-0.1,516,1272,Gefion,214762,16.29,,,,,,,,,0.1084,2.768,2.468,10.16
1036,215527,15.53,-0.45,516,1272,Gefion,215527,15.99,,,,,,,,,0.1518,2.736,2.321,8.5
1037,215970,15.21,0.05,516,1272,Gefion,215970,15.71,2.212,0.25,,,,,,,0.1518,2.791,2.368,10.41
1038,216502,15.72,-0.18,516,1272,Gefion,216502,16.16,,,,,,,,,0.0863,2.762,2.524,9.32
1039,216688,16.07,0.08,516,1272,Gefion,216688,16.27,,,,,,,,,0.1022,2.792,2.507,9.75
1040,216797,16.34,-0.39,516,1272,Gefion,216797,16.68,,,,,,,,,0.0964,2.726,2.463,8.59
1041,216890,15.81,0.19,516,1272,Gefion,216890,15.92,,,,,,,,,0.0934,2.805,2.543,7.63
1042,216899,16.38,-0.41,516,1272,Gefion,216899,16.4,,,,,,,,,0.1501,2.724,2.315,10.28
1043,217224,15.49,-0.14,516,1272,Gefion,217224,15.77,,,,,,,,,0.1121,2.768,2.457,10.72
1044,217769,15.88,-0.47,516,1272,Gefion,217769,16.05,,,,,,,,,0.1322,2.726,2.366,8.53
1045,217770,15.53,-0.45,516,1272,Gefion,217770,15.84,,,,,,,,,0.1546,2.737,2.314,10.4
1046,218280,15.76,0.18,516,1272,Gefion,218280,15.94,,,,,,,,,0.1508,2.808,2.384,9.24
1047,218334,15.54,-0.12,516,1272,Gefion,218334,15.95,,,,,,,,,0.0952,2.77,2.506,8.34
1048,218729,15.35,-0.09,516,1272,Gefion,218729,15.6,,,,,,,,,0.0938,2.776,2.516,8.75
1049,219079,15.79,-0.33,516,1272,Gefion,219079,16.06,,,,,,,,,0.0878,2.746,2.505,9.37
1050,219388,15.24,-0.56,516,1272,Gefion,219388,15.86,,,,,,,,,0.1286,2.733,2.382,8.49
1051,220605,15.92,0.0,516,1272,Gefion,220605,16.28,,,,,,,,,0.1551,2.782,2.35,9.34
1052,220607,15.33,0.27,516,1272,Gefion,220607,15.85,,,,,,,,,0.1322,2.812,2.44,8.24
1053,221140,15.83,-0.07,516,1272,Gefion,221140,16.24,,,,,,,,,0.1376,2.775,2.394,7.87
1054,221246,15.84,-0.19,516,1272,Gefion,221246,16.19,,,,,,,,,0.1486,2.761,2.351,8.62
1055,221293,15.77,-0.52,516,1272,Gefion,221293,16.15,,,,,,,,,0.1152,2.724,2.41,9.27
1056,221312,16.0,-0.25,516,1272,Gefion,221312,16.17,,,,,,,,,0.1515,2.75,2.333,8.97
1057,221314,15.53,-0.69,516,1272,Gefion,221314,15.87,,,,,,,,,0.1354,2.711,2.344,10.24
1058,221638,15.7,-0.54,516,1272,Gefion,221638,15.84,,,,,,,,,0.0847,2.724,2.493,8.7
1059,221749,15.78,-0.16,516,1272,Gefion,221749,15.95,,,,,,,,,0.0881,2.766,2.522,9.12
1060,222327,15.63,-0.57,516,1272,Gefion,222327,15.95,,,,,,,,,0.15,2.721,2.313,8.48
1061,222356,15.3,-0.62,516,1272,Gefion,222356,15.64,,,,,,,,,0.1313,2.726,2.368,9.28
1062,222816,16.17,-0.43,516,1272,Gefion,222816,16.36,,,,,,,,,0.0959,2.725,2.464,9.52
1063,223285,15.99,0.16,516,1272,Gefion,223285,16.23,,,,,,,,,0.116,2.809,2.483,8.52
1064,223774,15.47,0.27,516,1272,Gefion,223774,15.87,,,,,,,,,0.1468,2.813,2.4,9.9
1065,224420,16.62,0.04,516,1272,Gefion,224420,16.74,,,,,,,,,0.098,2.79,2.516,9.2
1066,224861,15.94,0.03,516,1272,Gefion,224861,15.98,,,,,,,,,0.0855,2.788,2.55,9.77
1067,225033,15.48,0.12,516,1272,Gefion,225033,15.72,,,,,,,,,0.1524,2.794,2.368,10.29
1068,225078,15.6,-0.31,516,1272,Gefion,225078,15.9,,,,,,,,,0.091,2.751,2.5,10.08
1069,225566,15.96,-0.52,516,1272,Gefion,225566,16.28,,,,,,,,,0.1225,2.717,2.384,8.36
1070,226012,15.37,-0.72,516,1272,Gefion,226012,16.07,4.084,0.073,,,,,,,0.1068,2.716,2.426,8.86
1071,226057,15.51,-0.17,516,1272,Gefion,226057,15.98,,,,,,,,,0.0953,2.767,2.504,9.58
1072,226752,15.26,-0.52,516,1272,Gefion,226752,15.73,,,,,,,,,0.1204,2.735,2.406,10.62
1073,226768,15.52,-0.19,516,1272,Gefion,226768,15.86,,,,,,,,,0.1215,2.765,2.429,9.28
1074,226797,15.22,-0.5,516,1272,Gefion,226797,15.59,5.142,0.056,,,,,,,0.1463,2.74,2.339,7.9
1075,226801,15.7,0.0,516,1272,Gefion,226801,16.2,,,,,,,,,0.1469,2.784,2.375,10.44
1076,226838,15.46,-0.25,516,1272,Gefion,226838,16.02,,,6.196,,,,,,0.1402,2.76,2.373,8.14
1077,227679,16.16,0.02,516,1272,Gefion,227679,16.25,,,,,,,,,0.1443,2.785,2.383,9.81
1078,228390,14.86,0.07,516,1272,Gefion,228390,15.38,2.662,0.249,,,,,,,0.1108,2.789,2.48,10.47
1079,228611,15.9,-0.41,516,1272,Gefion,228611,16.27,,,,,,,,,0.1065,2.734,2.443,9.0
1080,228867,15.83,-0.03,516,1272,Gefion,228867,16.11,,,,,,,,,0.1048,2.781,2.489,8.44
1081,229577,15.72,-0.35,516,1272,Gefion,229577,15.97,,,,,,,,,0.1161,2.745,2.426,7.58
1082,229602,16.23,-0.1,516,1272,Gefion,229602,16.3,4.098,0.042,,,,,,,0.1491,2.77,2.357,8.93
1083,229630,15.61,0.26,516,1272,Gefion,229630,15.7,,,,,,,,,0.1078,2.809,2.506,9.97
1084,229904,15.45,-0.64,516,1272,Gefion,229904,15.78,4.975,0.045,,,,,,,0.1099,2.72,2.421,10.5
1085,230684,16.48,0.16,516,1272,Gefion,230684,16.27,,,,,,,,,0.1172,2.806,2.477,7.78
1086,230929,15.94,-0.34,516,1272,Gefion,230929,16.1,,,,,,,,,0.0936,2.743,2.486,9.87
1087,230936,15.61,-0.26,516,1272,Gefion,230936,15.93,,,,,,,,,0.1483,2.758,2.349,8.28
1088,232911,15.48,-0.23,516,1272,Gefion,232911,15.75,2.164,0.238,,,,,,,0.1078,2.762,2.465,8.58
1089,233289,15.39,-0.14,516,1272,Gefion,233289,15.93,,,,,,,,,0.1014,2.771,2.49,10.14
1090,233455,15.76,-0.17,516,1272,Gefion,233455,16.11,,,,,,,,,0.1106,2.765,2.459,9.09
1091,233567,15.95,0.24,516,1272,Gefion,233567,16.19,,,,,,,,,0.1469,2.813,2.4,8.78
1092,233658,15.16,-0.19,516,1272,Gefion,233658,15.43,,,,,,,,,0.147,2.768,2.361,9.96
1093,233721,15.5,-0.02,516,1272,Gefion,233721,15.77,,,,,,,,,0.0894,2.781,2.532,8.42
1094,233758,16.35,-0.22,516,1272,Gefion,233758,16.38,,,,,,,,,0.1101,2.752,2.449,8.97
1095,234852,15.33,-0.46,516,1272,Gefion,234852,15.67,4.981,0.049,,,,,,,0.1185,2.74,2.415,9.72
1096,235172,15.6,-0.48,516,1272,Gefion,235172,15.77,,,,,,,,,0.1074,2.735,2.441,9.82
1097,235182,16.31,0.06,516,1272,Gefion,235182,16.42,,,,,,,,,0.1239,2.795,2.448,8.79
1098,235271,16.18,-0.45,516,1272,Gefion,235271,16.35,3.826,0.044,,,,,,,0.0923,2.722,2.471,7.87
1099,235862,15.95,-0.52,516,1272,Gefion,235862,16.05,,,,,,,,,0.1167,2.719,2.402,10.4
1100,236008,16.01,-0.2,516,1272,Gefion,236008,16.17,3.774,0.045,,,,,,,0.1062,2.758,2.465,8.38
1101,237059,15.56,0.04,516,1272,Gefion,237059,15.94,,,,,,,,,0.1505,2.789,2.369,9.83
1102,237938,16.46,-0.25,516,1272,Gefion,237938,16.46,,,,,,,,,0.1311,2.745,2.385,8.7
1103,238015,16.87,-0.24,516,1272,Gefion,238015,16.88,,,,,,,,,0.1468,2.738,2.336,8.28
1104,238226,15.38,0.09,516,1272,Gefion,238226,15.8,,,,,,,,,0.1286,2.794,2.435,9.53
1105,238243,15.54,-0.54,516,1272,Gefion,238243,15.94,3.769,0.072,,,,,,,0.1441,2.729,2.335,9.37
1106,238289,15.97,0.05,516,1272,Gefion,238289,16.2,,,,,,,,,0.1065,2.79,2.493,8.1
1107,238696,16.04,-0.17,516,1272,Gefion,238696,16.28,,,,,,,,,0.0859,2.761,2.524,9.53
1108,238697,15.51,0.07,516,1272,Gefion,238697,15.8,,,,,,,,,0.1224,2.791,2.45,8.39
1109,239387,16.03,-0.48,516,1272,Gefion,239387,16.54,,,,,,,,,0.1363,2.723,2.351,8.83
1110,239463,15.28,0.12,516,1272,Gefion,239463,15.64,2.593,0.218,,,,,,,0.1038,2.796,2.506,10.2
1111,239665,16.21,-0.11,516,1272,Gefion,239665,16.14,,,,,,,,,0.0918,2.768,2.514,10.1
1112,239677,15.83,-0.28,516,1272,Gefion,239677,15.97,,,,,,,,,0.1188,2.75,2.424,10.53
1113,240199,15.38,-0.46,516,1272,Gefion,240199,15.7,2.458,0.202,,,,,,,0.1049,2.739,2.452,8.24
1114,240370,16.02,-0.28,516,1272,Gefion,240370,16.26,,,,,,,,,0.134,2.75,2.381,9.61
1115,240611,15.27,-0.5,516,1272,Gefion,240611,15.75,,,,,,,,,0.1366,2.739,2.365,10.26
1116,240681,15.74,-0.22,516,1272,Gefion,240681,15.97,,,,,,,,,0.1075,2.759,2.462,10.28
1117,241066,15.62,-0.59,516,1272,Gefion,241066,15.98,4.552,0.049,,,,,,,0.144,2.721,2.329,9.74
1118,241345,16.14,-0.21,516,1272,Gefion,241345,16.34,,,,,,,,,0.1512,2.754,2.338,10.35
1119,241427,16.45,-0.18,516,1272,Gefion,241427,16.37,,,,,,,,,0.115,2.756,2.44,10.39
1120,241652,16.18,0.2,516,1272,Gefion,241652,16.52,,,,,,,,,0.0964,2.809,2.538,9.29
1121,242939,15.61,-0.33,516,1272,Gefion,242939,16.02,3.212,0.099,,,,,,,0.126,2.748,2.402,8.24
1122,243401,15.69,-0.14,516,1272,Gefion,243401,15.81,,,,,,,,,0.0966,2.768,2.501,10.33
1123,243569,15.44,-0.19,516,1272,Gefion,243569,16.02,2.286,0.195,,,,,,,0.1316,2.766,2.402,8.61
1124,244467,15.69,-0.47,516,1272,Gefion,244467,16.03,,,,,,,,,0.1359,2.732,2.361,8.48
1125,244879,15.57,0.08,516,1272,Gefion,244879,15.96,,,,,,,,,0.1259,2.794,2.442,8.86
1126,245281,15.46,-0.49,516,1272,Gefion,245281,15.87,,,,,,,,,0.1012,2.735,2.458,8.1
1127,245391,15.91,0.21,516,1272,Gefion,245391,16.05,,,,,,,,,0.0882,2.807,2.56,8.29
1128,246627,16.25,-0.29,516,1272,Gefion,246627,16.3,,,,,,,,,0.1229,2.744,2.407,10.67
1129,246710,15.92,-0.2,516,1272,Gefion,246710,16.23,,,,,,,,,0.131,2.76,2.398,9.7
1130,247146,15.92,-0.15,516,1272,Gefion,247146,16.49,3.011,0.078,,,,,,,0.1483,2.766,2.356,9.25
1131,247987,15.67,-0.54,516,1272,Gefion,247987,15.95,,,,,,,,,0.0974,2.725,2.46,9.68
1132,248005,15.32,-0.34,516,1272,Gefion,248005,15.78,,,,,,,,,0.0857,2.752,2.516,8.34
1133,248787,16.89,-0.17,516,1272,Gefion,248787,16.66,,,,,,,,,0.1379,2.75,2.371,9.18
1134,249937,16.01,-0.35,516,1272,Gefion,249937,16.46,,,,,,,,,0.1324,2.742,2.379,8.91
1135,251494,16.23,0.17,516,1272,Gefion,251494,16.51,,,,,,,,,0.0845,2.808,2.571,8.61
1136,252031,15.71,0.15,516,1272,Gefion,252031,15.99,,,,,,,,,0.1264,2.802,2.448,8.18
1137,252328,15.91,-0.55,516,1272,Gefion,252328,16.31,,,,,,,,,0.1332,2.717,2.355,9.72
1138,252379,15.7,-0.51,516,1272,Gefion,252379,16.23,,,,,,,,,0.136,2.729,2.358,8.26
1139,252536,15.82,-0.37,516,1272,Gefion,252536,16.3,,,,,,,,,0.122,2.742,2.407,9.33
1140,252602,15.43,-0.5,516,1272,Gefion,252602,15.77,6.025,0.028,7.01,,,,,,0.1494,2.734,2.326,9.36
1141,252615,15.23,0.13,516,1272,Gefion,252615,15.76,,,,,,,,,0.1326,2.795,2.424,8.25
1142,253231,15.68,-0.42,516,1272,Gefion,253231,15.99,,,,,,,,,0.1437,2.738,2.344,8.14
1143,253296,15.66,-0.08,516,1272,Gefion,253296,16.1,,,,,,,,,0.0834,2.776,2.544,7.72
1144,253313,15.91,-0.23,516,1272,Gefion,253313,16.17,,,,,,,,,0.0994,2.758,2.484,9.64
1145,253335,15.6,-0.4,516,1272,Gefion,253335,15.95,,,,,,,,,0.1465,2.741,2.339,8.11
1146,254884,15.51,-0.18,516,1272,Gefion,254884,15.99,,,,,,,,,0.1244,2.77,2.425,8.15
1147,254956,15.55,-0.02,516,1272,Gefion,254956,15.76,,,,,,,,,0.107,2.784,2.487,8.0
1148,254994,15.58,-0.31,516,1272,Gefion,254994,15.82,,,,,,,,,0.0975,2.757,2.488,9.17
1149,256410,15.75,0.25,516,1272,Gefion,256410,15.88,,,,,,,,,0.1044,2.814,2.52,9.69
1150,257061,15.4,-0.52,516,1272,Gefion,257061,15.73,,,,,,,,,0.0945,2.735,2.477,7.71
1151,257136,15.64,-0.02,516,1272,Gefion,257136,16.07,,,,,,,,,0.0871,2.782,2.54,8.44
1152,257268,16.07,0.16,516,1272,Gefion,257268,16.38,,,,,,,,,0.1505,2.805,2.383,8.93
1153,257514,15.77,0.24,516,1272,Gefion,257514,16.01,,,,,,,,,0.097,2.811,2.538,7.89
1154,258450,16.16,0.08,516,1272,Gefion,258450,16.48,,,,,,,,,0.1535,2.795,2.366,8.88
1155,258456,15.71,-0.21,516,1272,Gefion,258456,16.07,,,,,,,,,0.1099,2.76,2.457,10.05
1156,258464,15.86,0.12,516,1272,Gefion,258464,15.99,,,,,,,,,0.1228,2.799,2.456,9.56
1157,258545,16.02,-0.36,516,1272,Gefion,258545,16.24,,,,,,,,,0.1472,2.738,2.335,8.51
1158,258555,16.38,0.0,516,1272,Gefion,258555,16.76,,,,,,,,,0.1103,2.784,2.477,10.25
1159,258663,15.48,0.18,516,1272,Gefion,258663,15.71,,,,,,,,,0.0978,2.803,2.529,9.43
1160,259199,16.1,-0.11,516,1272,Gefion,259199,16.42,,,,,,,,,0.0879,2.768,2.525,8.17
1161,259832,15.97,-0.32,516,1272,Gefion,259832,16.21,,,,,,,,,0.1128,2.743,2.434,8.17
1162,260062,15.32,-0.16,516,1272,Gefion,260062,15.84,,,,,,,,,0.1261,2.772,2.422,10.56
1163,260072,16.15,0.02,516,1272,Gefion,260072,16.37,,,,,,,,,0.147,2.791,2.38,7.85
1164,260089,15.64,0.0,516,1272,Gefion,260089,15.9,,,,,,,,,0.1108,2.788,2.479,10.47
1165,260839,16.06,-0.14,516,1272,Gefion,260839,16.4,,,,,,,,,0.1535,2.77,2.344,10.04
1166,260963,16.04,-0.48,516,1272,Gefion,260963,16.18,,,,,,,,,0.1119,2.721,2.416,8.33
1167,261120,16.51,-0.41,516,1272,Gefion,261120,16.4,,,,,,,,,0.1211,2.717,2.388,8.5
1168,261369,16.03,-0.44,516,1272,Gefion,261369,16.36,,,,,,,,,0.0964,2.727,2.464,7.57
1169,261706,16.05,0.05,516,1272,Gefion,261706,16.32,,,,,,,,,0.1407,2.789,2.397,7.52
1170,261807,15.93,0.05,516,1272,Gefion,261807,16.21,,,,,,,,,0.1133,2.789,2.473,9.79
1171,262731,16.12,-0.08,516,1272,Gefion,262731,16.3,,,,,,,,,0.0845,2.776,2.542,9.78
1172,262740,15.66,-0.32,516,1272,Gefion,262740,16.08,,,,,,,,,0.1411,2.75,2.362,10.5
1173,262802,16.43,-0.36,516,1272,Gefion,262802,16.74,,,,,,,,,0.0866,2.728,2.492,9.97
1174,262824,16.19,0.08,516,1272,Gefion,262824,16.43,,,,,,,,,0.1062,2.796,2.499,9.83
1175,263686,15.94,-0.03,516,1272,Gefion,263686,16.41,,,,,,,,,0.094,2.782,2.52,10.15
1176,263696,16.2,0.17,516,1272,Gefion,263696,16.31,,,,,,,,,0.0919,2.809,2.551,10.07
1177,264734,15.52,-0.38,516,1272,Gefion,264734,15.88,,,,,,,,,0.0893,2.745,2.5,10.07
1178,265391,15.77,0.23,516,1272,Gefion,265391,16.06,,,,,,,,,0.1244,2.81,2.46,8.11
1179,265892,15.97,0.17,516,1272,Gefion,265892,16.04,,,,,,,,,0.1227,2.804,2.46,7.93
1180,266748,16.09,0.15,516,1272,Gefion,266748,16.2,,,,,,,,,0.113,2.803,2.487,8.17
1181,267438,16.14,-0.37,516,1272,Gefion,267438,16.5,,,14.383,,,,,,0.1552,2.734,2.309,9.61
1182,267459,15.8,-0.09,516,1272,Gefion,267459,16.17,,,,,,,,,0.0907,2.772,2.521,9.17
1183,267499,15.75,0.2,516,1272,Gefion,267499,16.03,,,,,,,,,0.098,2.807,2.532,9.86
1184,267501,15.75,-0.12,516,1272,Gefion,267501,16.17,,,,,,,,,0.121,2.77,2.435,8.98
1185,267767,16.06,-0.13,516,1272,Gefion,267767,16.33,,,,,,,,,0.1435,2.766,2.369,9.3
1186,268485,15.98,-0.26,516,1272,Gefion,268485,16.29,,,,,,,,,0.1112,2.752,2.446,10.04
1187,268573,16.22,-0.28,516,1272,Gefion,268573,16.28,,,,,,,,,0.1264,2.746,2.399,9.31
1188,269062,16.45,0.0,516,1272,Gefion,269062,16.59,,,,,,,,,0.0986,2.783,2.509,9.57
1189,269234,15.79,-0.6,516,1272,Gefion,269234,15.83,,,,,,,,,0.1341,2.715,2.351,9.08
1190,269235,15.73,0.07,516,1272,Gefion,269235,15.93,,,,,,,,,0.1153,2.791,2.469,8.32
1191,270233,15.32,-0.28,516,1272,Gefion,270233,15.95,,,,,,,,,0.1441,2.758,2.36,8.08
1192,270343,15.89,0.0,516,1272,Gefion,270343,16.31,,,,,,,,,0.0998,2.786,2.508,7.54
1193,270484,15.7,-0.04,516,1272,Gefion,270484,16.21,,,,,,,,,0.0883,2.779,2.533,9.14
1194,271136,16.45,0.14,516,1272,Gefion,271136,16.6,,,,,,,,,0.1488,2.804,2.387,8.3
1195,271705,16.08,-0.24,516,1272,Gefion,271705,16.3,,,,,,,,,0.1392,2.754,2.37,8.72
1196,271890,15.86,-0.57,516,1272,Gefion,271890,16.1,,,,,,,,,0.1286,2.717,2.368,10.01
1197,272889,16.53,-0.12,516,1272,Gefion,272889,16.72,,,,,,,,,0.1507,2.764,2.348,9.79
1198,272911,16.24,-0.28,516,1272,Gefion,272911,16.38,,,,,,,,,0.0923,2.744,2.491,9.69
1199,272935,15.66,0.0,516,1272,Gefion,272935,16.07,,,,,,,,,0.1252,2.781,2.433,9.89
1200,272957,15.71,-0.15,516,1272,Gefion,272957,16.14,4.169,0.049,,,,,,,0.0968,2.768,2.5,10.46
1201,272964,16.08,-0.42,516,1272,Gefion,272964,16.18,,,,,,,,,0.1528,2.728,2.312,8.08
1202,272996,15.89,-0.14,516,1272,Gefion,272996,16.23,,,,,,,,,0.1012,2.769,2.488,9.2
1203,273972,16.37,0.1,516,1272,Gefion,273972,16.54,,,,,,,,,0.0964,2.8,2.53,8.79
1204,275133,15.52,0.29,516,1272,Gefion,275133,15.9,,,,,,,,,0.1504,2.813,2.39,9.97
1205,275146,16.12,-0.45,516,1272,Gefion,275146,16.56,3.356,0.052,,,,,,,0.1171,2.724,2.405,8.59
1206,275463,15.98,0.11,516,1272,Gefion,275463,16.17,,,,,,,,,0.1013,2.797,2.514,9.78
1207,275574,15.69,-0.12,516,1272,Gefion,275574,15.82,,,,,,,,,0.128,2.772,2.418,8.62
1208,275872,16.41,-0.28,516,1272,Gefion,275872,16.82,,,,,,,,,0.1457,2.741,2.342,8.99
1209,276134,15.84,-0.44,516,1272,Gefion,276134,16.23,,,,,,,,,0.1017,2.732,2.454,9.9
1210,276580,15.72,0.07,516,1272,Gefion,276580,16.04,,,,,,,,,0.1098,2.794,2.487,9.06
1211,276813,15.54,-0.39,516,1272,Gefion,276813,15.99,,,,,,,,,0.1406,2.742,2.357,8.59
1212,276954,15.9,-0.27,516,1272,Gefion,276954,16.25,,,,,,,,,0.1257,2.751,2.406,9.48
1213,277511,15.68,0.06,516,1272,Gefion,277511,15.97,,,,,,,,,0.1553,2.789,2.356,10.24
1214,277683,15.84,-0.29,516,1272,Gefion,277683,16.04,,,,,,,,,0.0852,2.75,2.515,10.17
1215,277697,16.85,0.0,516,1272,Gefion,277697,16.83,,,,,,,,,0.1013,2.781,2.499,8.23
1216,278274,15.59,-0.02,516,1272,Gefion,278274,15.83,,,,,,,,,0.0918,2.781,2.525,9.53
1217,278531,15.68,0.19,516,1272,Gefion,278531,15.93,,,,,,,,,0.0933,2.803,2.542,8.22
1218,278563,15.79,0.18,516,1272,Gefion,278563,16.21,,,,,,,,,0.0949,2.804,2.538,10.18
1219,279169,16.9,0.02,516,1272,Gefion,279169,16.97,,,,,,,,,0.1489,2.786,2.371,8.95
