"spkid","pdes","H","diameter","albedo","rot_per","BV","UB","IR","spec_B","spec_T","e","a","q","i"
20011561,11561,14.51,7.756,0.061,,,,,,,0.0852,2.788,2.551,3.84
20011562,11562,14.05,10.133,0.057,,,,,,,0.0868,2.755,2.516,4.63
20011563,11563,13.72,7.337,0.131,26.442,,,,,,0.1368,2.783,2.402,9.63
20011566,11566,14.86,6.572,0.059,,,,,,,0.1095,2.736,2.437,7.13
20011639,11639,13.55,9.468,0.103,3.58,,,,,,0.1064,2.741,2.450,5.90
20011661,11661,13.64,5.257,0.212,3.192,,,,,,0.1417,2.787,2.392,8.72
20011773,11773,13.90,5.395,0.242,5.54,,,,,,0.1273,2.737,2.389,7.50
20011835,11835,13.68,7.237,0.161,,,,,,,0.1031,2.747,2.464,7.25
20011937,11937,14.51,6.864,0.078,8.963,,,,,,0.0929,2.736,2.481,5.70
20011940,11940,13.51,10.810,0.079,,,,,,,0.1198,2.814,2.477,4.26
20011962,11962,13.72,7.836,0.138,3.967,,,,,,0.1511,2.788,2.367,13.18
20011992,11992,13.67,4.482,0.421,13.782,,,,,,0.1060,2.786,2.490,4.22
20012039,12039,12.81,15.786,0.059,3.799,,,,,,0.0924,2.786,2.528,6.71
20012109,12109,12.73,10.378,0.130,13.9467,,,,,,0.1493,2.713,2.308,8.80
20012185,12185,14.13,8.652,0.078,,,,,,,0.0905,2.742,2.494,5.55
20012262,12262,13.40,4.611,0.524,,,,,,,0.1368,2.779,2.399,5.44
20012275,12275,12.94,,,,,,,,,0.1520,2.764,2.344,10.45
20012279,12279,12.75,7.929,0.281,5.59803,,,,,,0.0938,2.77,2.510,10.25
20012312,12312,14.21,7.410,0.097,,,,,,,0.1255,2.745,2.401,7.04
20012358,12358,13.74,11.750,0.042,,,,,,,0.1139,2.791,2.473,7.61
20012381,12381,13.69,5.315,0.299,2.86845,,,,,,0.0974,2.77,2.501,9.08
20012434,12434,14.72,6.901,0.077,,,,,,,0.1299,2.74,2.384,2.74
20012475,12475,14.57,6.716,0.082,,,,,,,0.1250,2.714,2.375,4.08
20012484,12484,14.52,6.707,0.062,,,,,,,0.1125,2.767,2.456,3.51
20012503,12503,14.36,4.266,0.244,,,,,,,0.1279,2.755,2.403,8.75
20012558,12558,13.55,5.338,0.297,9.409,,,,,,0.1086,2.815,2.509,4.28
20012563,12563,13.19,7.381,0.222,,,,,,,0.0837,2.743,2.514,1.65
20012577,12577,14.55,6.460,0.088,329.228,,,,,,0.0942,2.743,2.484,4.40
20012587,12587,13.28,6.736,0.246,49.277,,,,,,0.0999,2.762,2.486,3.45
20012592,12592,13.80,4.602,0.332,,,,,,,0.1128,2.755,2.445,6.63
20012698,12698,13.68,5.561,0.206,,,,,,,0.0984,2.737,2.468,1.24
20012708,12708,14.18,4.724,0.239,3.326,,,,,,0.1272,2.731,2.383,10.15
20012773,12773,14.56,3.652,0.333,,,,,,,0.0904,2.729,2.482,1.47
20012813,12813,13.93,4.970,0.237,,,,,,,0.0919,2.781,2.525,9.03
20012847,12847,13.68,13.349,0.039,,,,,,,0.1350,2.791,2.414,29.77
20012885,12885,13.98,8.014,0.109,3.6,,,,,,0.1465,2.797,2.387,8.06
20012891,12891,13.70,5.206,0.285,7.296,,,,,,0.1098,2.795,2.488,3.64
20012892,12892,13.22,5.943,0.407,47.6711,,,,,,0.1413,2.782,2.389,5.78
20013061,13061,13.14,6.586,0.214,11.812,,,,,,0.0911,2.814,2.558,11.06
20013129,13129,14.41,6.756,0.081,,,,,,,0.0973,2.736,2.470,8.02
20013142,13142,13.72,4.792,0.485,,,,,,,0.1261,2.727,2.384,12.50
20013175,13175,14.21,4.086,0.266,,,,,,,0.1427,2.801,2.402,8.18
20013221,13221,13.53,,,,,,,,,0.1469,2.732,2.331,8.23
20013282,13282,14.00,4.771,0.319,,,,,,,0.1161,2.756,2.436,8.54
20013335,13335,13.85,5.730,0.235,,,,,,,0.1327,2.725,2.363,11.73
20013338,13338,12.94,7.541,0.178,4.129105,,,,,,0.1191,2.776,2.445,9.34
20013364,13364,12.95,11.329,0.121,9.114,,,,,,0.1130,2.734,2.425,15.09
20013585,13585,14.56,5.553,0.120,50.281,,,,,,0.0843,2.786,2.551,4.24
20013616,13616,14.33,6.018,0.147,,,,,,,0.1174,2.748,2.425,4.13
20013747,13747,14.79,,,,,,,,,0.1490,2.736,2.329,9.74
20013749,13749,13.13,6.799,0.264,,,,,,,0.1224,2.791,2.450,8.15
20013818,13818,14.42,3.691,0.297,25.3613,,,,,,0.1305,2.715,2.361,6.87
20013830,13830,13.70,5.911,0.221,,,,,,,0.0981,2.811,2.535,5.45
20013842,13842,13.17,14.285,0.060,8.27472,,,,,,0.1485,2.733,2.327,9.60
20013915,13915,13.06,,,,,,,,,0.1340,2.772,2.400,10.31
20013931,13931,14.24,10.417,0.037,,,,,,,0.1438,2.754,2.358,17.09
20013933,13933,13.38,11.092,0.099,,,,,,,0.1424,2.774,2.379,8.31
20013960,13960,14.03,,,17.212,,,,,,0.1199,2.773,2.440,9.09
20014009,14009,13.23,12.827,0.060,,,,,,,0.1368,2.8,2.417,10.50
20014034,14034,14.17,5.150,0.167,,,,,,,0.0849,2.735,2.503,2.94
20014036,14036,13.14,6.896,0.234,,,,,,,0.0927,2.808,2.547,8.06
20014090,14090,14.87,3.141,0.236,3.08,,,,,,0.1067,2.761,2.467,5.45
20014128,14128,13.45,5.731,0.288,4.457755,,,,,,0.1470,2.773,2.366,8.99
20014171,14171,13.62,14.052,0.034,376.932,,,,,,0.0904,2.757,2.508,6.11
20014177,14177,13.36,4.639,0.518,3.58506,,,,,,0.1438,2.808,2.404,9.10
20014198,14198,12.76,,,,,,,,,0.1378,2.728,2.352,6.67
20014253,14253,14.25,4.676,0.244,,,,,,,0.0937,2.707,2.453,3.53
20014320,14320,14.12,8.264,0.103,,,,,,,0.1022,2.808,2.521,4.77
20014498,14498,13.74,6.751,0.203,,,,,,,0.1357,2.754,2.380,3.66
20014517,14517,14.00,8.223,0.066,,,,,,,0.1275,2.773,2.419,14.38
20014534,14534,14.09,,,,,,,,,0.1280,2.808,2.449,4.88
20014536,14536,14.73,,,,,,,,,0.1020,2.763,2.481,3.38
20014661,14661,14.15,3.993,0.367,,,,,,,0.1178,2.801,2.471,4.02
20014700,14700,13.26,6.250,0.285,,,,,,,0.1264,2.735,2.389,10.08
20014729,14729,13.91,4.392,0.332,27.993,,,,,,0.0870,2.728,2.490,4.30
20014743,14743,13.81,8.091,0.107,,,,,,,0.1449,2.79,2.386,6.61
20014745,14745,14.73,4.212,0.190,,,,,,,0.1064,2.794,2.497,13.00
20014802,14802,13.95,6.591,0.081,,,,,,,0.1450,2.783,2.379,14.77
20014807,14807,14.65,6.298,0.043,,,,,,,0.1535,2.786,2.359,8.14
20014860,14860,14.15,,,,,,,,,0.1523,2.732,2.316,5.09
20014938,14938,12.73,7.362,0.392,7.8185,,,,,,0.1358,2.789,2.410,9.33
20014939,14939,15.33,,,,,,,,,0.1142,2.757,2.442,4.30
20014941,14941,14.59,,,,,,,,,0.1311,2.76,2.398,9.02
20014971,14971,13.93,8.925,0.067,,,,,,,0.1302,2.736,2.379,7.27
20015000,15000,14.37,3.607,0.284,,,,,,,0.1076,2.764,2.467,8.27
20015067,15067,13.53,4.675,0.424,,,,,,,0.1553,2.799,2.365,9.74
20015080,15080,14.08,6.911,0.161,,,,,,,0.0976,2.752,2.483,4.89
20015142,15142,13.34,5.465,0.409,,,,,,,0.1139,2.768,2.453,9.70
20015212,15212,13.39,,,,,,,,,0.1367,2.788,2.407,10.32
20015214,15214,14.29,8.584,0.078,,,,,,,0.1435,2.78,2.381,6.26
20015216,15216,15.30,,,,,,,,,0.1081,2.811,2.507,8.63
20015218,15218,14.09,6.292,0.148,58.1301,,,,,,0.1381,2.765,2.383,9.73
20015300,15300,14.21,,,,,,,,,0.1246,2.778,2.432,6.97
20015312,15312,14.44,8.841,0.067,149.383,,,,,,0.1437,2.74,2.346,5.84
20015370,15370,15.19,,,,,,,,,0.1049,2.736,2.449,2.74
20015463,15463,13.95,10.241,0.056,,,,,,,0.0957,2.755,2.492,8.18
20015495,15495,13.32,6.221,0.263,,,,,,,0.1407,2.753,2.366,4.53
20015524,15524,12.88,7.589,0.207,,,,,,,0.1137,2.717,2.408,11.49
20015542,15542,14.00,,,3.73,,,,,,0.1065,2.755,2.461,9.94
20015675,15675,13.52,11.928,0.054,,,,,,,0.1099,2.774,2.469,3.95
20015679,15679,13.88,,,,,,,,,0.0932,2.723,2.470,11.47
20015681,15681,14.59,,,,,,,,,0.0989,2.737,2.466,2.04
20015684,15684,14.57,,,,,,,,,0.0886,2.722,2.481,2.83
20015702,15702,13.29,7.617,0.192,2.46,,,,,,0.1393,2.735,2.354,7.96
20015720,15720,13.77,10.919,0.057,1.15,,,,,,0.1514,2.806,2.381,7.44
20015744,15744,13.75,9.942,0.073,,,,,,,0.1324,2.708,2.349,4.16
20015840,15840,13.46,5.883,0.294,6.449,,,,,,0.1440,2.79,2.389,10.26
20015959,15959,13.82,5.767,0.211,4.03,,,,,,0.0859,2.794,2.554,4.28
20015961,15961,13.45,,,,,,,,,0.1471,2.786,2.376,9.97
20016035,16035,12.95,21.532,0.035,,,,,,,0.0892,2.789,2.540,9.54
20016036,16036,13.12,,,,,,,,,0.1474,2.739,2.335,7.10
20016042,16042,13.59,,,,,,,,,0.0880,2.736,2.495,4.21
20016051,16051,14.15,,,,,,,,,0.0923,2.751,2.498,3.88
20016055,16055,13.67,5.244,0.280,94.273,,,,,,0.1012,2.772,2.492,8.06
20016071,16071,13.52,5.330,0.326,,,,,,,0.1009,2.741,2.465,4.11
20016138,16138,13.71,5.057,0.190,6.19344,,,,,,0.1009,2.765,2.486,9.75
20016140,16140,13.61,4.866,0.247,,,,,,,0.1060,2.771,2.477,9.47
20016145,16145,13.29,8.519,0.168,,,,,,,0.1515,2.793,2.370,7.47
20016146,16146,13.64,5.414,0.240,,,,,,,0.1466,2.777,2.370,7.34
20016148,16148,13.61,5.890,0.244,,,,,,,0.1008,2.793,2.511,8.18
20016155,16155,14.05,6.782,0.127,15.896,,,,,,0.1447,2.74,2.343,5.33
20016184,16184,13.15,7.142,0.263,3.20864,,,,,,0.1020,2.783,2.499,8.02
20016206,16206,13.15,6.414,0.384,7.21,,,,,,0.1272,2.749,2.399,12.31
20016257,16257,12.61,18.468,0.038,2.5,,,,,,0.1125,2.775,2.463,19.96
20016335,16335,14.14,9.353,0.061,,,,,,,0.1205,2.784,2.448,7.18
20016344,16344,14.20,4.074,0.321,,,,,,,0.1495,2.815,2.395,8.21
20016498,16498,13.15,6.550,0.312,4.87626,,,,,,0.1036,2.771,2.484,17.26
20016537,16537,13.58,,,,,,,,,0.1315,2.757,2.394,8.40
20016547,16547,14.05,,,,,,,,,0.1126,2.758,2.447,8.52
20016551,16551,13.20,7.842,0.179,16.193,,,,,,0.1057,2.769,2.477,15.28
20016597,16597,13.68,11.058,0.054,,,,,,,0.0858,2.722,2.488,5.12
20016679,16679,13.33,6.491,0.290,13.501,,,,,,0.0937,2.768,2.509,8.43
20016766,16766,13.34,6.258,0.197,,,,,,,0.1200,2.773,2.440,9.52
20016891,16891,13.62,,,,,,,,,0.1059,2.719,2.431,9.98
20016899,16899,13.85,,,,,,,,,0.1213,2.753,2.419,9.20
20016938,16938,13.74,,,,,,,,,0.1439,2.766,2.368,9.22
20016964,16964,12.96,9.801,0.113,,,,,,,0.0902,2.717,2.472,17.68
20017005,17005,13.36,5.182,0.455,1.13,,,,,,0.1531,2.797,2.368,9.25
20017014,17014,14.13,4.178,0.279,3.92,,,,,,0.1100,2.723,2.423,5.32
20017020,17020,13.67,,,,,,,,,0.1260,2.755,2.408,10.37
20017021,17021,13.36,,,,,,,,,0.1023,2.718,2.439,13.40
20017091,17091,14.10,5.619,0.093,679.872,,,,,,0.1280,2.783,2.427,1.89
20017106,17106,13.95,12.808,0.036,,,,,,,0.0940,2.788,2.526,3.80
20017132,17132,13.39,,,1.40239,,,,,,0.1329,2.751,2.386,10.12
20017196,17196,14.18,7.072,0.107,5.27282,,,,,,0.0836,2.774,2.542,7.55
20017202,17202,13.51,5.949,0.222,,,,,,,0.1135,2.813,2.494,10.30
20017268,17268,13.73,4.735,0.314,,,,,,,0.0946,2.795,2.530,2.81
20017269,17269,14.19,7.468,0.096,9.17,,,,,,0.1194,2.73,2.404,4.20
20017281,17281,14.15,,,,,,,,,0.1358,2.734,2.363,5.23
20017287,17287,13.35,7.237,0.194,,,,,,,0.0866,2.772,2.532,11.65
20017301,17301,14.62,,,,,,,,,0.1201,2.723,2.396,4.51
20017307,17307,13.89,,,,,,,,,0.1094,2.728,2.429,6.89
20017350,17350,14.37,,,,,,,,,0.1380,2.747,2.368,13.23
20017364,17364,14.28,9.679,0.052,,,,,,,0.1359,2.78,2.402,10.35
20017398,17398,13.77,9.556,0.073,,,,,,,0.1354,2.759,2.385,18.67
20017488,17488,14.29,,,,,,,,,0.0963,2.734,2.471,3.94
20017489,17489,14.31,3.248,0.420,,,,,,,0.1228,2.708,2.375,11.24
20017531,17531,14.13,,,,,,,,,0.0916,2.809,2.551,2.31
20017567,17567,12.93,17.125,0.055,19.882,,,,,,0.1534,2.786,2.359,8.72
20017670,17670,14.62,,,,,,,,,0.0868,2.787,2.545,2.41
20017675,17675,14.34,,,,,,,,,0.0936,2.79,2.529,4.54
20017751,17751,13.24,,,,,,,,,0.1127,2.731,2.423,8.49
20017758,17758,14.41,,,,,,,,,0.0867,2.783,2.542,4.25
20017775,17775,14.66,,,,,,,,,0.1048,2.733,2.447,12.44
20017786,17786,13.48,15.609,0.033,28.7504,,,,,,0.1172,2.755,2.432,6.76
20017796,17796,13.13,9.846,0.123,,,,,,,0.1479,2.773,2.363,17.43
20017797,17797,13.71,11.769,0.030,,,,,,,0.1222,2.802,2.460,5.05
20017799,17799,14.20,,,,,,,,,0.1059,2.733,2.444,5.47
20017807,17807,12.82,,,,,,,,,0.1259,2.724,2.381,18.42
20017811,17811,13.54,11.776,0.067,,,,,,,0.1500,2.778,2.361,6.06
20017833,17833,13.55,,,,,,,,,0.1107,2.787,2.478,10.01
20017903,17903,13.98,5.418,0.199,,,,,,,0.0942,2.753,2.493,4.53
20017909,17909,14.55,,,,,,,,,0.1379,2.764,2.383,8.58
20017959,17959,14.46,,,,,,,,,0.1208,2.738,2.407,3.83
20017979,17979,13.55,,,9.18544,,,,,,0.1378,2.786,2.403,10.23
20018009,18009,14.07,4.580,0.279,,,,,,,0.0873,2.816,2.570,9.71
20018013,18013,14.10,,,,,,,,,0.1191,2.777,2.446,4.09
20018021,18021,14.59,,,,,,,,,0.1071,2.744,2.451,4.11
20018022,18022,14.40,8.193,0.030,,,,,,,0.1237,2.813,2.465,2.45
20018040,18040,13.89,5.316,0.207,,,,,,,0.1497,2.709,2.303,12.26
20018098,18098,13.47,5.631,0.321,,,,,,,0.0858,2.764,2.527,8.61
20018111,18111,14.40,4.140,0.215,25.927,,,,,,0.1046,2.8,2.507,2.94
20018208,18208,15.57,,,,,,,,,0.1403,2.713,2.333,4.36
20018223,18223,15.23,,,,,,,,,0.0942,2.712,2.456,3.21
20018231,18231,14.70,,,31.7696,,,,,,0.1223,2.734,2.399,13.20
20018244,18244,15.10,,,,,,,,,0.1100,2.726,2.426,9.09
20018246,18246,15.57,,,,,,,,,0.1173,2.726,2.406,3.23
20018254,18254,14.13,,,,,,,,,0.1116,2.717,2.413,13.08
20018269,18269,15.05,,,,,,,,,0.1018,2.8,2.515,2.66
20018274,18274,14.91,,,,,,,,,0.0848,2.775,2.540,1.33
20018279,18279,13.98,,,16.658,,,,,,0.1397,2.749,2.365,9.31
20018302,18302,13.70,,,,,,,,,0.1064,2.753,2.460,9.03
20018338,18338,13.85,5.011,0.280,7.108,,,,,,0.0956,2.782,2.516,7.90
20018353,18353,13.56,,,18.225,,,,,,0.1110,2.787,2.477,15.36
20018379,18379,14.47,,,,,,,,,0.1405,2.791,2.399,10.42
20018381,18381,13.27,8.758,0.145,,,,,,,0.1422,2.799,2.401,6.64
20018407,18407,14.20,4.348,0.490,,,,,,,0.1252,2.807,2.455,7.91
20018464,18464,14.46,,,,,,,,,0.1450,2.811,2.403,9.06
20018466,18466,14.47,,,,,,,,,0.1259,2.774,2.425,13.52
20018543,18543,13.36,5.603,0.204,10.97,,,,,,0.1259,2.718,2.376,7.46
20018552,18552,13.85,4.877,0.296,100.142,,,,,,0.1085,2.768,2.467,10.19
20018574,18574,14.73,,,11.055,,,,,,0.1263,2.753,2.405,7.66
20018622,18622,13.71,7.517,0.124,,,,,,,0.1310,2.808,2.440,3.57
20018649,18649,14.06,3.984,0.369,,,,,,,0.1411,2.78,2.388,8.63
20018694,18694,14.05,,,,,,,,,0.1341,2.793,2.418,3.89
20018695,18695,14.48,4.642,0.142,3.35909,,,,,,0.0853,2.777,2.540,4.59
20018725,18725,13.38,6.048,0.278,,,,,,,0.1319,2.759,2.396,8.82
20018806,18806,14.49,,,,,,,,,0.1074,2.748,2.453,4.98
20018820,18820,13.23,,,13.1432,,,,,,0.0991,2.797,2.519,9.65
20018829,18829,13.59,,,12.276,,,,,,0.1205,2.778,2.443,10.32
20018848,18848,12.95,16.596,0.058,27.768,,,,,,0.1275,2.787,2.432,23.94
20018902,18902,13.65,,,,,,,,,0.1551,2.774,2.344,8.77
20018912,18912,14.14,4.218,0.300,,,,,,,0.1517,2.815,2.388,8.98
20018938,18938,15.09,5.143,0.073,,,,,,,0.1546,2.708,2.289,3.91
20018953,18953,15.49,,,,,,,,,0.0914,2.711,2.463,2.39
20018963,18963,13.43,15.511,0.039,,,,,,,0.1533,2.793,2.365,8.33
20019014,19014,14.59,,,60.0583,,,,,,0.0918,2.797,2.541,5.22
20019049,19049,14.18,4.244,0.428,,,,,,,0.0839,2.712,2.485,6.68
20019058,19058,14.85,3.058,0.207,,,,,,,0.0851,2.711,2.480,1.63
20019071,19071,14.28,4.125,0.150,,,,,,,0.1274,2.752,2.401,6.35
20019130,19130,13.29,6.300,0.229,,,,,,,0.1488,2.731,2.325,15.20
20019132,19132,14.34,8.074,0.068,,,,,,,0.1529,2.773,2.349,7.57
20019162,19162,13.81,5.842,0.188,,,,,,,0.0864,2.722,2.487,2.28
20019190,19190,13.29,12.049,0.077,,,,,,,0.0844,2.734,2.503,6.46
20019217,19217,15.26,,,,,,,,,0.0939,2.796,2.533,3.16
20019265,19265,14.24,5.776,0.146,,,,,,,0.1085,2.751,2.453,5.12
20019268,19268,15.35,3.306,0.134,,,,,,,0.0866,2.738,2.501,3.56
20019273,19273,14.32,3.890,0.293,,,,,,,0.1369,2.803,2.419,10.41
20019344,19344,14.21,8.770,0.052,,,,,,,0.1121,2.757,2.448,6.31
20019396,19396,14.70,4.348,0.178,,,,,,,0.1292,2.72,2.368,2.25
20019428,19428,14.47,4.091,0.242,8.14349,,,,,,0.0839,2.707,2.480,6.07
20019437,19437,14.46,4.440,0.225,,,,,,,0.1333,2.78,2.409,5.20
20019442,19442,14.43,6.757,0.097,,,,,,,0.0878,2.739,2.499,4.41
20019480,19480,13.60,,,,,,,,,0.1067,2.778,2.482,8.92
20019498,19498,13.74,5.373,0.244,,,,,,,0.1013,2.788,2.506,2.89
20019499,19499,14.30,4.519,0.238,,,,,,,0.0993,2.725,2.455,12.97
20019523,19523,14.20,6.881,0.078,,,,,,,0.1313,2.765,2.402,9.06
20019591,19591,14.60,6.745,0.074,22.234,,,,,,0.0978,2.752,2.483,6.30
20019603,19603,14.51,4.217,0.249,5.2037,,,,,,0.0855,2.722,2.489,7.17
20019613,19613,13.84,,,,,,,,,0.1010,2.764,2.485,8.29
20019640,19640,14.31,4.846,0.207,600.348,,,,,,0.1381,2.759,2.378,3.44
20019641,19641,13.65,4.889,0.323,,,,,,,0.1128,2.729,2.422,9.12
20019674,19674,13.58,4.591,0.440,,,,,,,0.1552,2.804,2.369,9.32
20019687,19687,13.27,6.653,0.276,,,,,,,0.1357,2.727,2.357,7.10
20019698,19698,12.91,7.115,0.318,5.381,,,,,,0.0877,2.8,2.554,8.92
20019716,19716,13.62,7.775,0.153,10.477,,,,,,0.1345,2.796,2.420,7.54
20019740,19740,13.41,5.732,0.214,,,,,,,0.0871,2.757,2.517,10.29
20019744,19744,13.42,10.626,0.090,,,,,,,0.1333,2.72,2.358,7.53
20019792,19792,14.11,,,,,,,,,0.1330,2.78,2.410,5.97
20019815,19815,14.85,,,,,,,,,0.0865,2.797,2.555,3.03
20019820,19820,14.84,,,,,,,,,0.1180,2.764,2.437,8.72
20019829,19829,13.43,,,,,,,,,0.0972,2.791,2.520,9.49
20019834,19834,13.86,,,3.62905,,,,,,0.0983,2.77,2.498,10.01
20019861,19861,13.84,4.660,0.355,,,,,,,0.1379,2.784,2.400,7.91
20019879,19879,13.68,11.638,0.047,,,,,,,0.1083,2.727,2.431,5.04
20019897,19897,14.06,3.972,0.371,,,,,,,0.1386,2.748,2.367,8.23
20019901,19901,15.47,4.620,0.043,,,,,,,0.1066,2.753,2.460,3.93
20019904,19904,14.51,4.293,0.241,,,,,,,0.0846,2.723,2.492,3.62
20019968,19968,13.97,11.411,0.045,,,,,,,0.1015,2.787,2.504,1.51
20019989,19989,14.41,3.601,0.260,,,,,,,0.0875,2.711,2.474,3.10
20019990,19990,14.86,3.002,0.215,,,,,,,0.1013,2.778,2.497,4.43
20019991,19991,13.97,4.531,0.312,7.96458,,,,,,0.1376,2.788,2.404,12.07
20019992,19992,14.03,9.012,0.041,,,,,,,0.1462,2.721,2.324,7.19
20019995,19995,13.57,5.797,0.252,,,,,,,0.1462,2.789,2.381,9.86
20020048,20048,13.82,6.420,0.232,7.032,,,,,,0.0911,2.709,2.462,9.42
20020055,20055,15.39,,,,,,,,,0.0855,2.71,2.478,2.33
20020087,20087,13.78,5.453,0.216,7.275,,,,,,0.0848,2.783,2.547,9.77
20020118,20118,14.75,6.056,0.058,,,,,,,0.0835,2.753,2.523,2.67
20020195,20195,14.62,4.412,0.190,,,,,,,0.1043,2.715,2.432,8.28
20020200,20200,14.28,4.103,0.182,,,,,,,0.1137,2.766,2.452,8.28
20020215,20215,15.03,3.547,0.169,,,,,,,0.1406,2.798,2.405,7.14
20020220,20220,13.87,,,2.99603,,,,,,0.0963,2.741,2.477,13.53
20020347,20347,14.55,6.606,0.059,,,,,,,0.0878,2.732,2.492,5.78
20020351,20351,14.59,3.764,0.238,,,,,,,0.1105,2.738,2.436,3.84
20020359,20359,14.81,4.362,0.147,,,,,,,0.1129,2.814,2.497,3.67
20020373,20373,14.25,4.498,0.219,,,,,,,0.1507,2.766,2.349,9.29
20020385,20385,14.00,6.115,0.143,4.03663,,,,,,0.1335,2.776,2.405,9.89
20020387,20387,13.62,11.086,0.069,,,,,,,0.1540,2.775,2.347,13.86
20020404,20404,13.97,5.038,0.175,,,,,,,0.0899,2.748,2.501,18.24
20020488,20488,14.30,7.894,0.059,2.812,,,,,,0.1528,2.734,2.316,7.03
20020598,20598,14.11,4.008,0.276,,,,,,,0.1106,2.798,2.489,3.35
20020600,20600,14.46,5.029,0.160,,,,,,,0.1153,2.709,2.397,6.03
20020647,20647,13.82,5.105,0.224,36.0044,,,,,,0.1090,2.726,2.429,11.72
20020681,20681,13.54,4.919,0.349,8.974,,,,,,0.0915,2.799,2.542,2.12
20020684,20684,13.88,4.652,0.270,,,,,,,0.1008,2.783,2.503,8.65
20020685,20685,13.27,4.701,0.349,,,,,,,0.1336,2.814,2.438,10.26
20020687,20687,14.21,3.771,0.285,,,,,,,0.0889,2.737,2.494,9.89
20020689,20689,13.92,4.236,0.326,,,,,,,0.1411,2.766,2.376,9.72
20020694,20694,14.75,3.396,0.127,3.322,,,,,,0.1201,2.755,2.424,4.82
20020746,20746,14.07,4.253,0.186,,,,,,,0.1028,2.726,2.446,12.53
20020756,20756,14.83,,,,,,,,,0.0871,2.741,2.503,2.98
20020800,20800,13.98,4.015,0.398,,,,,,,0.0860,2.747,2.511,15.15
20020817,20817,14.35,,,80.4198,,,,,,0.1057,2.766,2.473,9.89
20020832,20832,14.74,8.478,0.039,134.966,,,,,,0.1447,2.781,2.379,5.23
20020847,20847,13.56,,,7.87456,,,,,,0.1163,2.762,2.441,9.39
20021095,21095,13.92,4.440,0.325,,,,,,,0.1555,2.716,2.293,13.12
20021096,21096,13.91,7.366,0.118,,,,,,,0.1408,2.707,2.326,5.51
20021133,21133,14.77,3.242,0.292,486.532,,,,,,0.1014,2.77,2.489,4.55
20021136,21136,14.52,3.689,0.247,27.2741,,,,,,0.0941,2.761,2.501,6.79
20021141,21141,14.99,,,,,,,,,0.0926,2.749,2.494,5.20
20021145,21145,15.11,3.222,0.187,,,,,,,0.1017,2.711,2.435,2.21
20021195,21195,14.43,6.471,0.073,5.7751,,,,,,0.1403,2.741,2.356,2.63
20021197,21197,14.95,3.955,0.163,,,,,,,0.0975,2.802,2.529,1.72
20021198,21198,15.19,,,,,,,,,0.1030,2.78,2.493,1.87
20021245,21245,15.15,6.085,0.033,20.6178,,,,,,0.0842,2.78,2.546,5.40
20021246,21246,13.53,6.629,0.211,,,,,,,0.1148,2.781,2.461,8.16
20021250,21250,14.79,2.852,0.344,,,,,,,0.1247,2.73,2.390,12.39
20021251,21251,14.17,3.979,0.307,,,,,,,0.1481,2.785,2.372,13.48
20021306,21306,14.15,7.944,0.085,,,,,,,0.1478,2.782,2.370,14.71
20021344,21344,14.64,4.855,0.143,,,,,,,0.1463,2.732,2.333,3.75
20021350,21350,14.90,3.189,0.229,,,,,,,0.0886,2.722,2.481,4.03
20021490,21490,14.34,6.612,0.101,,,,,,,0.0868,2.719,2.483,11.70
20021510,21510,14.33,5.243,0.112,,,,,,,0.0985,2.751,2.480,2.53
20021575,21575,13.58,4.999,0.265,,,,,,,0.1027,2.738,2.457,6.09
20021585,21585,13.67,5.406,0.289,,,,,,,0.0843,2.722,2.492,8.30
20021624,21624,13.52,9.292,0.090,22.3376,,,,,,0.1503,2.766,2.350,16.29
20021641,21641,14.92,3.041,0.209,,,,,,,0.0922,2.714,2.463,4.84
20021784,21784,13.53,5.557,0.208,,,,,,,0.0855,2.712,2.480,6.43
20021872,21872,14.28,4.603,0.209,,,,,,,0.1404,2.711,2.330,4.81
20021881,21881,14.49,3.802,0.212,,,,,,,0.0854,2.769,2.533,2.47
20021949,21949,14.31,3.699,0.324,,,,,,,0.1237,2.714,2.378,3.36
20021953,21953,14.66,6.205,0.087,,,,,,,0.1112,2.734,2.430,5.84
20021954,21954,14.50,8.657,0.050,115.666,,,,,,0.0992,2.713,2.444,11.94
20021955,21955,13.77,4.935,0.661,5.716,,,,,,0.1185,2.792,2.461,14.28
20021956,21956,14.28,4.233,0.188,,,,,,,0.1007,2.774,2.495,9.90
20021960,21960,14.26,4.155,0.234,,,,,,,0.1164,2.763,2.441,4.25
20021981,21981,13.43,5.371,0.293,,,,,,,0.0935,2.757,2.499,5.94
20022013,22013,13.66,5.766,0.254,6.5,,,,,,0.1186,2.786,2.455,8.15
20022029,22029,14.70,5.125,0.117,,,,,,,0.0933,2.743,2.487,4.30
20022033,22033,14.11,4.820,0.209,,,,,,,0.1325,2.768,2.402,8.59
20022048,22048,14.45,3.574,0.289,,,,,,,0.1201,2.707,2.382,12.33
20022064,22064,14.16,4.619,0.250,5.156,,,,,,0.1053,2.724,2.437,9.62
20022067,22067,13.60,5.131,0.352,,,,,,,0.1556,2.776,2.344,7.87
20022081,22081,14.34,5.065,0.173,3.372,,,,,,0.1236,2.781,2.438,4.41
20022089,22089,13.92,4.024,0.476,220.119,,,,,,0.0915,2.805,2.549,9.55
20022140,22140,15.01,3.150,0.257,,,,,,,0.0984,2.751,2.481,3.31
